Order #,Sent Date,Menu Item,Menu Group,Menu,Sales Category,Net Price,Qty,Void?,source_file,sent_date,sent_time,year,month,month_name,hour_of_day,day_of_week_num,day_of_week,is_weekend
100046,1/1/24 1:31 PM,Cappuccino,Coffee,Main Menu,Beverage,5.5,3.0,False,synthetic_2024_01.csv,2024-01-01,13:31:00,2024,1,January,13,0,Monday,False
100047,1/1/24 1:59 PM,Cappuccino,Coffee,Main Menu,Beverage,5.78,3.0,False,synthetic_2024_01.csv,2024-01-01,13:59:00,2024,1,January,13,0,Monday,False
100048,1/1/24 4:31 PM,Cold Brew,Coffee,Main Menu,Beverage,5.25,1.0,False,synthetic_2024_01.csv,2024-01-01,16:31:00,2024,1,January,16,0,Monday,False
100049,1/1/24 3:53 PM,Cold Brew,Coffee,Main Menu,Beverage,5.25,2.0,False,synthetic_2024_01.csv,2024-01-01,15:53:00,2024,1,January,15,0,Monday,False
100050,1/1/24 8:15 AM,Cold Brew,Coffee,Main Menu,Beverage,5.25,2.0,False,synthetic_2024_01.csv,2024-01-01,08:15:00,2024,1,January,8,0,Monday,False
100051,1/1/24 5:53 PM,Cold Brew,Coffee,Main Menu,Beverage,5.25,1.0,False,synthetic_2024_01.csv,2024-01-01,17:53:00,2024,1,January,17,0,Monday,False
100052,1/1/24 9:35 AM,Cold Brew,Coffee,Main Menu,Beverage,5.51,2.0,False,synthetic_2024_01.csv,2024-01-01,09:35:00,2024,1,January,9,0,Monday,False
100053,1/1/24 12:30 PM,Hot Chocolate,Beverages,Main Menu,Beverage,4.75,2.0,False,synthetic_2024_01.csv,2024-01-01,12:30:00,2024,1,January,12,0,Monday,False
100054,1/1/24 12:01 PM,Hot Chocolate,Beverages,Main Menu,Beverage,4.51,1.0,False,synthetic_2024_01.csv,2024-01-01,12:01:00,2024,1,January,12,0,Monday,False
100055,1/1/24 9:30 AM,Hot Chocolate,Beverages,Main Menu,Beverage,4.75,1.0,False,synthetic_2024_01.csv,2024-01-01,09:30:00,2024,1,January,9,0,Monday,False
100056,1/1/24 11:01 AM,Hot Chocolate,Beverages,Main Menu,Beverage,4.51,1.0,False,synthetic_2024_01.csv,2024-01-01,11:01:00,2024,1,January,11,0,Monday,False
100057,1/1/24 1:04 PM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,1.0,False,synthetic_2024_01.csv,2024-01-01,13:04:00,2024,1,January,13,0,Monday,False
100058,1/1/24 2:29 PM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,1.0,False,synthetic_2024_01.csv,2024-01-01,14:29:00,2024,1,January,14,0,Monday,False
100059,1/1/24 10:29 AM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,1.0,False,synthetic_2024_01.csv,2024-01-01,10:29:00,2024,1,January,10,0,Monday,False
100060,1/1/24 9:38 AM,Fruit Smoothie,Beverages,Main Menu,Beverage,5.94,1.0,False,synthetic_2024_01.csv,2024-01-01,09:38:00,2024,1,January,9,0,Monday,False
100061,1/1/24 7:09 PM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,2.0,False,synthetic_2024_01.csv,2024-01-01,19:09:00,2024,1,January,19,0,Monday,False
100062,1/1/24 10:50 AM,Coffee Beans 12oz,Retail,Main Menu,Retail,16.0,2.0,False,synthetic_2024_01.csv,2024-01-01,10:50:00,2024,1,January,10,0,Monday,False
100063,1/1/24 10:49 AM,Coffee Beans 12oz,Retail,Main Menu,Retail,16.0,1.0,False,synthetic_2024_01.csv,2024-01-01,10:49:00,2024,1,January,10,0,Monday,False
100064,1/1/24 7:52 PM,House Sauce,Retail,Main Menu,Retail,8.5,3.0,False,synthetic_2024_01.csv,2024-01-01,19:52:00,2024,1,January,19,0,Monday,False
100065,1/2/24 7:52 AM,Cheese Bread,Breads,Main Menu,Food,4.5,3.0,False,synthetic_2024_01.csv,2024-01-02,07:52:00,2024,1,January,7,1,Tuesday,False
100066,1/2/24 8:50 AM,Cheese Bread,Breads,Main Menu,Food,4.27,1.0,False,synthetic_2024_01.csv,2024-01-02,08:50:00,2024,1,January,8,1,Tuesday,False
100067,1/2/24 10:03 AM,Cheese Bread,Breads,Main Menu,Food,4.5,3.0,False,synthetic_2024_01.csv,2024-01-02,10:03:00,2024,1,January,10,1,Tuesday,False
100068,1/2/24 8:55 AM,Cheese Bread,Breads,Main Menu,Food,4.5,3.0,False,synthetic_2024_01.csv,2024-01-02,08:55:00,2024,1,January,8,1,Tuesday,False
100069,1/2/24 10:09 AM,Cheese Bread,Breads,Main Menu,Food,4.5,2.0,False,synthetic_2024_01.csv,2024-01-02,10:09:00,2024,1,January,10,1,Tuesday,False
100070,1/2/24 10:42 AM,Cheese Bread,Breads,Main Menu,Food,4.5,1.0,False,synthetic_2024_01.csv,2024-01-02,10:42:00,2024,1,January,10,1,Tuesday,False
100071,1/2/24 2:48 PM,Corn Cake,Breads,Main Menu,Food,5.25,2.0,False,synthetic_2024_01.csv,2024-01-02,14:48:00,2024,1,January,14,1,Tuesday,False
100072,1/2/24 11:30 AM,Corn Cake,Breads,Main Menu,Food,5.25,3.0,False,synthetic_2024_01.csv,2024-01-02,11:30:00,2024,1,January,11,1,Tuesday,False
100073,1/2/24 11:13 AM,Corn Cake,Breads,Main Menu,Food,5.25,1.0,False,synthetic_2024_01.csv,2024-01-02,11:13:00,2024,1,January,11,1,Tuesday,False
100074,1/2/24 9:24 AM,Corn Cake,Breads,Main Menu,Food,5.51,3.0,False,synthetic_2024_01.csv,2024-01-02,09:24:00,2024,1,January,9,1,Tuesday,False
100075,1/2/24 8:05 AM,Corn Cake,Breads,Main Menu,Food,5.51,2.0,False,synthetic_2024_01.csv,2024-01-02,08:05:00,2024,1,January,8,1,Tuesday,False
100076,1/2/24 2:48 PM,Chicken Pastry,Pastries,Main Menu,Food,7.09,1.0,False,synthetic_2024_01.csv,2024-01-02,14:48:00,2024,1,January,14,1,Tuesday,False
100077,1/2/24 12:48 PM,Chicken Pastry,Pastries,Main Menu,Food,6.75,1.0,False,synthetic_2024_01.csv,2024-01-02,12:48:00,2024,1,January,12,1,Tuesday,False
100078,1/2/24 11:49 AM,Chicken Pastry,Pastries,Main Menu,Food,6.75,3.0,False,synthetic_2024_01.csv,2024-01-02,11:49:00,2024,1,January,11,1,Tuesday,False
100079,1/2/24 6:51 AM,Chicken Pastry,Pastries,Main Menu,Food,6.41,3.0,False,synthetic_2024_01.csv,2024-01-02,06:51:00,2024,1,January,6,1,Tuesday,False
100080,1/2/24 6:08 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,1.0,False,synthetic_2024_01.csv,2024-01-02,06:08:00,2024,1,January,6,1,Tuesday,False
100081,1/2/24 6:30 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,1.0,False,synthetic_2024_01.csv,2024-01-02,06:30:00,2024,1,January,6,1,Tuesday,False
100082,1/2/24 8:22 AM,Beef Pastry,Pastries,Main Menu,Food,6.6,2.0,False,synthetic_2024_01.csv,2024-01-02,08:22:00,2024,1,January,8,1,Tuesday,False
100083,1/2/24 1:51 PM,Beef Pastry,Pastries,Main Menu,Food,6.95,3.0,False,synthetic_2024_01.csv,2024-01-02,13:51:00,2024,1,January,13,1,Tuesday,False
100084,1/2/24 12:12 PM,Guava Pastry,Pastries,Main Menu,Food,5.22,3.0,False,synthetic_2024_01.csv,2024-01-02,12:12:00,2024,1,January,12,1,Tuesday,False
100085,1/2/24 9:37 AM,Guava Pastry,Pastries,Main Menu,Food,5.5,3.0,False,synthetic_2024_01.csv,2024-01-02,09:37:00,2024,1,January,9,1,Tuesday,False
100086,1/2/24 1:30 PM,Guava Pastry,Pastries,Main Menu,Food,5.78,1.0,False,synthetic_2024_01.csv,2024-01-02,13:30:00,2024,1,January,13,1,Tuesday,False
100087,1/2/24 5:34 PM,Latte,Coffee,Main Menu,Beverage,5.75,1.0,False,synthetic_2024_01.csv,2024-01-02,17:34:00,2024,1,January,17,1,Tuesday,False
100088,1/2/24 8:08 AM,Latte,Coffee,Main Menu,Beverage,5.75,3.0,False,synthetic_2024_01.csv,2024-01-02,08:08:00,2024,1,January,8,1,Tuesday,False
100089,1/2/24 2:59 PM,Latte,Coffee,Main Menu,Beverage,5.46,2.0,False,synthetic_2024_01.csv,2024-01-02,14:59:00,2024,1,January,14,1,Tuesday,False
100090,1/2/24 8:15 AM,Latte,Coffee,Main Menu,Beverage,5.75,1.0,False,synthetic_2024_01.csv,2024-01-02,08:15:00,2024,1,January,8,1,Tuesday,False
100091,1/2/24 10:07 AM,Latte,Coffee,Main Menu,Beverage,5.75,2.0,False,synthetic_2024_01.csv,2024-01-02,10:07:00,2024,1,January,10,1,Tuesday,False
100092,1/2/24 1:27 PM,Latte,Coffee,Main Menu,Beverage,6.04,2.0,False,synthetic_2024_01.csv,2024-01-02,13:27:00,2024,1,January,13,1,Tuesday,False
100093,1/2/24 5:14 PM,Latte,Coffee,Main Menu,Beverage,5.75,3.0,False,synthetic_2024_01.csv,2024-01-02,17:14:00,2024,1,January,17,1,Tuesday,False
100094,1/2/24 7:07 AM,Latte,Coffee,Main Menu,Beverage,5.75,3.0,False,synthetic_2024_01.csv,2024-01-02,07:07:00,2024,1,January,7,1,Tuesday,False
100095,1/2/24 3:55 PM,Latte,Coffee,Main Menu,Beverage,5.46,2.0,False,synthetic_2024_01.csv,2024-01-02,15:55:00,2024,1,January,15,1,Tuesday,False
100096,1/2/24 1:20 PM,Latte,Coffee,Main Menu,Beverage,5.75,3.0,False,synthetic_2024_01.csv,2024-01-02,13:20:00,2024,1,January,13,1,Tuesday,False
100097,1/2/24 9:31 AM,Latte,Coffee,Main Menu,Beverage,5.75,1.0,False,synthetic_2024_01.csv,2024-01-02,09:31:00,2024,1,January,9,1,Tuesday,False
100098,1/2/24 9:44 AM,Cappuccino,Coffee,Main Menu,Beverage,5.5,3.0,False,synthetic_2024_01.csv,2024-01-02,09:44:00,2024,1,January,9,1,Tuesday,False
100099,1/2/24 10:33 AM,Cappuccino,Coffee,Main Menu,Beverage,5.5,1.0,False,synthetic_2024_01.csv,2024-01-02,10:33:00,2024,1,January,10,1,Tuesday,False
100100,1/2/24 12:39 PM,Cappuccino,Coffee,Main Menu,Beverage,5.78,2.0,False,synthetic_2024_01.csv,2024-01-02,12:39:00,2024,1,January,12,1,Tuesday,False
100101,1/2/24 2:57 PM,Cappuccino,Coffee,Main Menu,Beverage,5.78,3.0,False,synthetic_2024_01.csv,2024-01-02,14:57:00,2024,1,January,14,1,Tuesday,False
100102,1/2/24 6:28 AM,Cappuccino,Coffee,Main Menu,Beverage,5.5,2.0,False,synthetic_2024_01.csv,2024-01-02,06:28:00,2024,1,January,6,1,Tuesday,False
100103,1/2/24 4:00 PM,Cappuccino,Coffee,Main Menu,Beverage,5.5,2.0,False,synthetic_2024_01.csv,2024-01-02,16:00:00,2024,1,January,16,1,Tuesday,False
100104,1/2/24 7:18 AM,Cappuccino,Coffee,Main Menu,Beverage,5.5,1.0,False,synthetic_2024_01.csv,2024-01-02,07:18:00,2024,1,January,7,1,Tuesday,False
100105,1/2/24 1:55 PM,Cappuccino,Coffee,Main Menu,Beverage,5.5,2.0,False,synthetic_2024_01.csv,2024-01-02,13:55:00,2024,1,January,13,1,Tuesday,False
100106,1/2/24 12:41 PM,Cappuccino,Coffee,Main Menu,Beverage,5.5,3.0,False,synthetic_2024_01.csv,2024-01-02,12:41:00,2024,1,January,12,1,Tuesday,False
100107,1/2/24 12:06 PM,Cappuccino,Coffee,Main Menu,Beverage,5.22,1.0,False,synthetic_2024_01.csv,2024-01-02,12:06:00,2024,1,January,12,1,Tuesday,False
100108,1/2/24 11:14 AM,Cold Brew,Coffee,Main Menu,Beverage,4.99,1.0,False,synthetic_2024_01.csv,2024-01-02,11:14:00,2024,1,January,11,1,Tuesday,False
100109,1/2/24 11:17 AM,Cold Brew,Coffee,Main Menu,Beverage,5.25,1.0,False,synthetic_2024_01.csv,2024-01-02,11:17:00,2024,1,January,11,1,Tuesday,False
100110,1/2/24 2:00 PM,Cold Brew,Coffee,Main Menu,Beverage,5.51,1.0,False,synthetic_2024_01.csv,2024-01-02,14:00:00,2024,1,January,14,1,Tuesday,False
100111,1/2/24 8:17 AM,Cold Brew,Coffee,Main Menu,Beverage,5.51,3.0,False,synthetic_2024_01.csv,2024-01-02,08:17:00,2024,1,January,8,1,Tuesday,False
100112,1/2/24 1:50 PM,Hot Chocolate,Beverages,Main Menu,Beverage,4.51,3.0,False,synthetic_2024_01.csv,2024-01-02,13:50:00,2024,1,January,13,1,Tuesday,False
100113,1/2/24 10:02 AM,Hot Chocolate,Beverages,Main Menu,Beverage,4.51,2.0,False,synthetic_2024_01.csv,2024-01-02,10:02:00,2024,1,January,10,1,Tuesday,False
100114,1/2/24 4:32 PM,Hot Chocolate,Beverages,Main Menu,Beverage,4.75,2.0,False,synthetic_2024_01.csv,2024-01-02,16:32:00,2024,1,January,16,1,Tuesday,False
100115,1/2/24 8:09 AM,Hot Chocolate,Beverages,Main Menu,Beverage,4.75,2.0,False,synthetic_2024_01.csv,2024-01-02,08:09:00,2024,1,January,8,1,Tuesday,False
100116,1/2/24 8:58 AM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,2.0,False,synthetic_2024_01.csv,2024-01-02,08:58:00,2024,1,January,8,1,Tuesday,False
100117,1/2/24 1:13 PM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.56,2.0,False,synthetic_2024_01.csv,2024-01-02,13:13:00,2024,1,January,13,1,Tuesday,False
100118,1/2/24 10:10 AM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,2.0,False,synthetic_2024_01.csv,2024-01-02,10:10:00,2024,1,January,10,1,Tuesday,False
100119,1/2/24 10:32 AM,Fruit Smoothie,Beverages,Main Menu,Beverage,5.94,3.0,False,synthetic_2024_01.csv,2024-01-02,10:32:00,2024,1,January,10,1,Tuesday,False
100120,1/2/24 1:34 PM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,3.0,False,synthetic_2024_01.csv,2024-01-02,13:34:00,2024,1,January,13,1,Tuesday,False
100121,1/2/24 8:32 AM,Fruit Smoothie,Beverages,Main Menu,Beverage,5.94,1.0,False,synthetic_2024_01.csv,2024-01-02,08:32:00,2024,1,January,8,1,Tuesday,False
100122,1/2/24 12:41 PM,Coffee Beans 12oz,Retail,Main Menu,Retail,16.0,1.0,False,synthetic_2024_01.csv,2024-01-02,12:41:00,2024,1,January,12,1,Tuesday,False
100123,1/2/24 12:07 PM,Coffee Beans 12oz,Retail,Main Menu,Retail,16.0,1.0,False,synthetic_2024_01.csv,2024-01-02,12:07:00,2024,1,January,12,1,Tuesday,False
100124,1/2/24 9:47 AM,Coffee Beans 12oz,Retail,Main Menu,Retail,16.0,1.0,False,synthetic_2024_01.csv,2024-01-02,09:47:00,2024,1,January,9,1,Tuesday,False
100125,1/2/24 9:24 AM,Coffee Beans 12oz,Retail,Main Menu,Retail,16.8,3.0,False,synthetic_2024_01.csv,2024-01-02,09:24:00,2024,1,January,9,1,Tuesday,False
100126,1/2/24 11:02 AM,House Sauce,Retail,Main Menu,Retail,8.5,2.0,False,synthetic_2024_01.csv,2024-01-02,11:02:00,2024,1,January,11,1,Tuesday,False
100127,1/3/24 10:42 AM,Cheese Bread,Breads,Main Menu,Food,4.5,2.0,False,synthetic_2024_01.csv,2024-01-03,10:42:00,2024,1,January,10,2,Wednesday,False
100128,1/3/24 10:20 AM,Cheese Bread,Breads,Main Menu,Food,4.5,1.0,False,synthetic_2024_01.csv,2024-01-03,10:20:00,2024,1,January,10,2,Wednesday,False
100129,1/3/24 7:37 PM,Cheese Bread,Breads,Main Menu,Food,4.27,2.0,False,synthetic_2024_01.csv,2024-01-03,19:37:00,2024,1,January,19,2,Wednesday,False
100130,1/3/24 11:07 AM,Cheese Bread,Breads,Main Menu,Food,4.73,3.0,False,synthetic_2024_01.csv,2024-01-03,11:07:00,2024,1,January,11,2,Wednesday,False
100131,1/3/24 9:31 AM,Cheese Bread,Breads,Main Menu,Food,4.5,3.0,False,synthetic_2024_01.csv,2024-01-03,09:31:00,2024,1,January,9,2,Wednesday,False
100132,1/3/24 1:52 PM,Cheese Bread,Breads,Main Menu,Food,4.73,3.0,False,synthetic_2024_01.csv,2024-01-03,13:52:00,2024,1,January,13,2,Wednesday,False
100133,1/3/24 12:16 PM,Cheese Bread,Breads,Main Menu,Food,4.27,1.0,False,synthetic_2024_01.csv,2024-01-03,12:16:00,2024,1,January,12,2,Wednesday,False
100134,1/3/24 6:54 AM,Cheese Bread,Breads,Main Menu,Food,4.5,1.0,False,synthetic_2024_01.csv,2024-01-03,06:54:00,2024,1,January,6,2,Wednesday,False
100135,1/3/24 3:51 PM,Cheese Bread,Breads,Main Menu,Food,4.5,3.0,False,synthetic_2024_01.csv,2024-01-03,15:51:00,2024,1,January,15,2,Wednesday,False
100136,1/3/24 9:21 AM,Corn Cake,Breads,Main Menu,Food,5.25,2.0,False,synthetic_2024_01.csv,2024-01-03,09:21:00,2024,1,January,9,2,Wednesday,False
100137,1/3/24 9:46 AM,Corn Cake,Breads,Main Menu,Food,4.99,3.0,False,synthetic_2024_01.csv,2024-01-03,09:46:00,2024,1,January,9,2,Wednesday,False
100138,1/3/24 11:23 AM,Corn Cake,Breads,Main Menu,Food,4.99,3.0,False,synthetic_2024_01.csv,2024-01-03,11:23:00,2024,1,January,11,2,Wednesday,False
100139,1/3/24 12:28 PM,Corn Cake,Breads,Main Menu,Food,5.25,1.0,False,synthetic_2024_01.csv,2024-01-03,12:28:00,2024,1,January,12,2,Wednesday,False
100140,1/3/24 8:12 AM,Chicken Pastry,Pastries,Main Menu,Food,7.09,3.0,False,synthetic_2024_01.csv,2024-01-03,08:12:00,2024,1,January,8,2,Wednesday,False
100141,1/3/24 3:08 PM,Chicken Pastry,Pastries,Main Menu,Food,6.75,2.0,False,synthetic_2024_01.csv,2024-01-03,15:08:00,2024,1,January,15,2,Wednesday,False
100142,1/3/24 11:02 AM,Chicken Pastry,Pastries,Main Menu,Food,6.75,1.0,False,synthetic_2024_01.csv,2024-01-03,11:02:00,2024,1,January,11,2,Wednesday,False
100143,1/3/24 8:09 AM,Chicken Pastry,Pastries,Main Menu,Food,7.09,3.0,False,synthetic_2024_01.csv,2024-01-03,08:09:00,2024,1,January,8,2,Wednesday,False
100144,1/3/24 9:17 AM,Beef Pastry,Pastries,Main Menu,Food,6.6,1.0,False,synthetic_2024_01.csv,2024-01-03,09:17:00,2024,1,January,9,2,Wednesday,False
100145,1/3/24 9:16 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,2.0,False,synthetic_2024_01.csv,2024-01-03,09:16:00,2024,1,January,9,2,Wednesday,False
100146,1/3/24 10:38 AM,Beef Pastry,Pastries,Main Menu,Food,6.6,3.0,False,synthetic_2024_01.csv,2024-01-03,10:38:00,2024,1,January,10,2,Wednesday,False
100147,1/3/24 12:43 PM,Beef Pastry,Pastries,Main Menu,Food,6.95,1.0,False,synthetic_2024_01.csv,2024-01-03,12:43:00,2024,1,January,12,2,Wednesday,False
100148,1/3/24 1:31 PM,Guava Pastry,Pastries,Main Menu,Food,5.22,3.0,False,synthetic_2024_01.csv,2024-01-03,13:31:00,2024,1,January,13,2,Wednesday,False
